0.49910885	0.69770885	0.9753089	0.95340884	0.98580885	0.89380884	1.0356088	1.0228088	0.9396088	0.84170884	0.8768089	0.81600887	0.78890884	0.70920885	0.7486088	0.7496089	0.8304088	0.8218088	0.74340886	0.63810885	0.6889088
0.7959088	0.8354088	0.73550886	0.7151089	0.86330885	0.79110885	0.73250884	0.7770089	0.82450885	0.75510883	0.60370886	0.9055089	0.83650887	0.84390885	0.9339088	0.88130885	0.87170887	0.9422089	1.0214088	0.9127089	1.0132089
0.9472089	1.0265088	0.98970884	1.0563089	0.9343089	1.0084088	1.0159088	0.9300089	1.0299089	1.0053089	0.9386089	1.1289089	1.2303088	1.2048088	1.0345088	0.92700887	0.96070886	0.84210885	0.85660887	0.73370886	0.84850883
0.7971089	0.87520885	0.79470885	0.7845088	0.8599088	0.8552089	0.85500884	0.83290887	0.8225088	0.84320885	0.8398088	0.77280885	0.7838088	0.62730885	0.82930887	1.0319089	1.0610089	1.1298089	1.0751088	1.0960088	1.2089088
0.78860885	0.9393089	0.9181088	0.8649088	0.9537089	0.90400887	0.96030885	1.0148089	1.0019088	1.0776088	1.0471089	1.1540089	1.0853088	1.0803089	1.1595088	1.0574088	1.0829089	0.9098089	0.97820884	0.98800886	0.98190886
1.2821088	1.3369088	1.2667089	1.2547088	1.2240088	1.1141088	1.1069088	1.1317089	1.1970088	1.0594089	1.0882089	0.9558089	1.0108088	0.98080885	0.96460885	1.0895088	1.1849089	1.1252089	0.9264089	0.85210884	0.8973088
1.2821088	1.1919088	1.2402089	1.2250088	1.2049088	1.2466089	1.1976088	1.1069088	1.1804088	0.98870885	1.0145088	0.9799088	0.9501089	0.91940886	0.86690885	0.8394089	0.73070884	0.81060886	0.81780887	0.9461088	0.82460886
1.2821088	1.2207088	1.2578089	1.3614088	1.5156088	1.2836089	1.3918089	1.4297088	1.4630089	1.3780088	1.2371088	1.1729088	1.1115088	0.89270884	0.7080089	0.77380884	0.58170885	0.71750885	0.7680088	0.99950886	1.1412089
1.1355088	1.1312089	1.0482088	1.1059089	1.0949088	1.1266088	1.0555089	1.1566088	1.0943089	1.1754088	0.9207089	1.0607089	1.2060089	1.1909089	1.1051089	1.1350088	1.0405089	0.9052088	0.95630884	1.0198088	1.0952089
1.2821088	1.3518088	1.3534088	1.3368089	1.3724089	1.3362088	1.4247088	1.2480088	1.2744088	1.1422088	0.88390887	0.9860089	0.9525088	1.0856088	0.92800885	0.83350885	0.71640885	0.71720886	0.7572088	0.8757088	0.89460886
2.9198089	2.9795089	2.8613088	3.0196087	3.0030088	2.9034088	2.8542087	2.8527088	2.876109	3.098209	3.0806088	2.899809	3.1687088	3.300109	3.3464088	3.294309	3.2866087	3.2085087	3.1887088	3.2365088	3.2823088
2.7855089	2.8765087	2.9375088	2.9503088	3.0444088	3.0178087	3.0517087	3.0087087	3.0540087	3.1774087	3.3724089	3.3958087	3.4113088	3.265509	3.098209	3.0236087	2.9733088	2.8800087	2.993209	2.936509	2.8769088
2.9198089	2.8400087	2.8536088	2.7828088	2.786409	2.9136088	2.9756088	3.0071087	3.1023088	3.0682087	2.962309	3.0612087	3.0256088	3.0628088	2.9596088	2.9046087	3.0510087	2.9814088	3.037109	3.0118089	2.8091087
2.3910089	2.1980088	2.1276088	2.135809	2.109309	2.1664088	2.180209	2.1741087	2.217809	2.265009	2.2560089	2.2015088	2.1257088	2.1861088	2.236409	2.2570088	2.3374088	2.411409	2.1842089	2.3069088	2.3869088
2.7855089	2.6414087	2.764809	2.6213088	2.6113088	2.7137089	2.8297088	2.8574088	2.876109	2.8040087	2.8365088	2.8253088	2.7509089	2.6479087	2.5474088	2.4215088	2.6748087	2.6462088	2.7261088	2.5231087	2.576609
3.3109088	3.2001088	3.2144089	3.2103088	3.0846088	3.1597087	3.2493088	3.1964087	3.0394087	3.0974088	3.089609	3.092409	3.0849087	3.1402087	3.183009	3.1354089	3.1983087	3.1990087	3.0851088	3.1297088	3.130509
3.1517088	3.1217089	3.2996087	3.3594089	3.3158088	3.316609	3.2424088	3.3411088	3.5549088	3.7474089	3.8236089	3.8469088	3.8825088	3.7757087	3.7266088	3.8491087	3.9499087	3.8776088	3.6648088	3.637009	3.6644087
3.5240088	3.4996088	3.3728087	3.3925087	3.5728087	3.5309088	3.6153088	3.7348087	3.5541089	3.4469087	3.6687088	3.5693088	3.303609	3.1438088	3.2759087	3.116809	3.0311089	3.2855089	3.3279088	3.3782089	3.3694088
3.3471088	3.355409	3.177909	3.1985087	3.1901088	3.3384087	3.256909	3.2711089	3.3369088	3.297809	3.2066088	3.3247087	3.3383088	3.3759089	3.2732089	3.2670088	3.1927087	3.2481089	3.2032087	3.2635088	3.3980088
3.0538087	2.9433088	3.0258088	2.9865088	3.061509	3.169309	3.2004087	3.3624089	3.2917087	3.3634088	3.238309	3.2994087	3.2622087	3.2701087	3.1922088	3.2998087	3.2358088	3.2902088	3.2777088	3.0512087	3.2005088
5.0000086	4.9438086	4.940609	4.7855086	4.6679087	4.606609	4.638909	4.6766086	4.696509	4.861609	5.1188087	5.099509	5.0299087	4.958409	4.8888087	4.7788086	4.7307086	4.5559087	4.4685087	4.464009	4.437009
4.911309	4.8382087	4.823909	4.8778086	4.772409	4.6988087	4.747409	4.548609	4.743909	4.547209	4.360209	4.5075088	4.708809	4.8357086	4.7146087	4.7392087	4.668009	4.652709	4.677209	4.579509	4.7308087
4.734409	4.866909	4.733809	4.7371087	4.6145086	4.4492087	4.409309	4.419109	4.306709	4.324609	4.198309	4.330209	4.415709	4.350109	4.293409	4.153609	4.0735087	4.168409	4.319509	4.3779087	4.1978087
4.812109	4.885109	4.7561088	4.5900087	4.8305087	4.895309	4.8705087	5.015009	5.010509	4.767409	4.779709	4.815609	4.9512086	4.818409	4.7665086	4.6697087	4.6184087	4.7391086	4.7873087	4.699309	4.7529087
4.911309	4.8751087	4.881609	5.0987086	4.9912086	5.085209	5.060009	4.988009	4.866109	4.7844086	4.743909	4.9344087	4.9410086	4.916409	4.7729087	4.728909	4.702809	4.663809	4.7069087	4.8708086	4.844709
5.0818086	5.0331087	5.0443087	5.102109	4.9814086	5.198609	5.2434087	5.1339087	5.104209	5.1960087	5.335209	5.3550086	5.345109	5.278309	5.211909	5.4548087	5.431109	5.182409	4.9457088	5.1833086	4.990109
