0.7455244	0.7168244	0.69622445	0.7836244	0.9680244	0.9345244	0.8503244	0.87442446	0.7308244	0.77742445	0.85922444	0.85572445	0.6970244	0.7671244	0.8795244	0.8249244	0.6759244	0.8439244	0.8077244	1.0427244	0.9992244
0.9593244	1.0329244	0.92392445	1.0243244	0.95472443	1.0271244	1.1610243	1.0111244	0.89662445	0.8972244	0.89152443	0.83562446	0.8783244	0.8680244	0.6817244	0.6629244	0.7466244	0.7958244	0.7696244	0.6995244	0.8217244
0.9470244	0.9191244	0.9772244	1.0248244	1.0171244	0.99432445	0.96262443	0.9142244	0.9457244	0.9166244	0.8790244	0.85522443	0.83122444	1.0511243	0.8835244	0.9549244	0.9329244	0.88232446	0.8950244	0.9039244	0.8208244
0.69692445	0.77592444	0.7564244	0.9150244	0.9327244	0.8195244	0.8734244	0.7743244	1.0167243	0.8518244	0.8690244	0.8016244	0.9429244	0.92032444	0.9594244	0.8612244	0.7893244	0.7154244	0.5796244	0.5035244	0.7030244
0.9506244	1.0144244	0.88952446	0.7102244	0.53882444	0.49882442	0.5761244	0.6369244	0.8110244	0.8856244	0.9536244	0.8634244	0.8007244	0.89882445	1.0724244	0.92602444	0.7771244	0.89872444	0.82902443	0.76082444	0.88872445
1.0774244	1.0134244	0.9628244	1.1076244	1.0200244	0.9595244	0.7196244	0.7086244	0.90312445	0.86312443	0.8652244	0.8009244	0.58692443	0.68322444	0.7332244	0.9571244	0.80392444	0.83122444	0.9317244	0.8261244	0.7940244
1.7359245	1.7904243	1.7378244	1.7798245	1.9297245	1.9753244	2.0483243	1.9911244	2.0637245	1.9651244	1.8816245	1.8923244	1.8419244	1.7326245	1.3354244	1.0754244	1.1075244	0.9458244	1.0555243	1.0994244	1.1323245
1.7359245	1.8278244	1.7360244	1.7362244	1.7607243	1.8767245	1.8123245	1.8065245	1.8241243	1.8289244	1.7732244	1.6766245	1.4761244	1.4263244	1.3006244	1.2615244	1.1997244	1.0455244	0.7732244	0.7542244	0.8115244
1.7359245	1.5824244	1.5848243	1.7353244	1.5747244	1.5391245	1.4727244	1.5311244	1.5408244	1.6194243	1.6372244	1.5982244	1.6730244	1.7928245	1.8856244	1.9026244	1.9130244	1.8605244	2.0860245	2.0191245	1.7049243
1.7359245	1.7638245	1.7049243	1.5514245	1.5161245	1.6019244	1.4844244	1.4932244	1.4313245	1.3755244	1.4706244	1.2720244	1.0020244	1.0687244	1.0169244	0.95262444	0.9910244	0.90462446	0.9536244	0.9499244	0.8064244
2.9551244	3.0816243	2.9782243	3.0866244	3.1727242	3.0858243	3.2885244	3.3005245	3.1239243	3.0162244	2.9992244	2.9550242	2.8471243	2.8239243	2.7966244	2.8687243	2.8528244	3.0188243	2.9432244	3.0786242	3.1640244
2.8570244	2.9720244	2.9019244	2.9309244	2.8328245	2.9620245	3.0029244	3.0641243	2.9851243	2.8550243	2.8578243	2.8279243	2.8875244	3.0571244	2.9217243	2.7999244	2.8514245	2.9367244	2.8365242	2.8959243	3.0090244
2.8450243	2.9264243	2.7731245	2.7685244	2.9390244	2.8546243	2.9632244	2.9462245	2.9880245	3.2151244	3.1693244	3.1777244	3.1613243	3.1444244	3.0583243	2.9751244	2.9934244	3.0146244	3.2327244	3.0954244	3.1147244
2.9758244	2.9564245	2.9372244	3.0360243	3.1089244	3.1347244	3.2099245	3.1776245	3.1935244	3.0919244	3.1457243	3.2686243	3.3688242	3.3203244	3.4597244	3.3972244	3.3892243	3.4989243	3.5164244	3.6221244	3.7213244
2.6198244	2.4460244	2.4731245	2.4782245	2.5943244	2.5595243	2.6308243	2.8782244	2.7900243	2.8728244	2.9507244	2.9703243	3.0135243	3.0445244	3.0248244	2.9745243	2.9807243	3.0136244	2.9418244	3.2530243	3.4114244
3.6751244	3.7576244	3.9200244	3.8112245	3.9094243	3.8283243	3.7087243	3.6640244	3.5689244	3.5720243	3.5668244	3.6577244	3.5800242	3.5370243	3.6401243	3.6463244	3.4987245	3.4065244	3.3185244	3.2448244	3.3310244
3.2861245	3.2076244	3.0405242	3.0511243	3.1477244	3.1239243	3.2620244	3.1213243	3.0711243	3.1673243	3.3097243	3.2955244	3.1669245	3.1572244	3.3017244	3.3478243	3.3608243	3.3165243	3.2722244	3.2274244	3.2699244
3.2861245	3.2464244	3.2643244	3.3557243	3.2578244	3.1183243	3.0555243	2.9952245	2.9910243	2.9109244	2.9519243	2.9020243	2.7860243	2.7258244	2.6480243	2.6539245	2.7028244	2.9625244	3.0007243	3.1214244	3.0870245
3.6751244	3.5510244	3.4424243	3.4009244	3.4891243	3.3676243	3.2195244	3.2028244	3.1258245	3.0274243	3.0322244	3.1123245	3.0323243	3.0729244	3.1367245	3.3635244	3.4305243	3.5475245	3.4402244	3.3903244	3.5505245
3.0204244	2.9534245	3.0469244	3.0885243	3.1681244	3.2408245	3.3233244	3.3080244	3.3807244	3.2293243	3.2095244	3.0937243	3.0827243	3.0315244	3.0447245	2.8690243	2.8810244	3.1661243	3.3559244	3.4134243	3.5232244
4.4578247	4.6097245	4.7133245	4.6525245	4.745825	4.7920246	4.8965244	4.9947248	5.0718246	4.9858246	5.016525	5.0844245	5.0043244	5.1879244	5.2249246	4.927325	5.0715246	5.0431247	5.0806246	5.035825	5.0635247
4.4578247	4.4817243	4.5514245	4.533725	4.4602246	4.4189243	4.3289247	4.4361243	4.4473243	4.5621247	4.4865246	4.5250244	4.3799243	4.3528247	4.3365245	4.2886243	4.2670245	4.2613244	4.3099246	4.1987243	4.3492246
4.8309245	5.0104246	5.1477246	5.0001245	5.066025	5.0355244	4.9632244	4.9893246	5.0360246	4.8944244	4.8766246	4.879225	4.8341246	4.8547244	4.906625	4.952625	4.7456245	4.7162247	4.6832247	4.7080245	4.745125
4.8998246	4.8249245	4.883125	4.976525	5.0325246	5.1934247	5.0757246	5.0423245	5.0238247	5.0971246	5.1396246	4.9875245	5.028825	5.0090246	5.0092244	4.9776244	4.9425244	4.8039246	4.8014245	4.9216247	4.8451247
4.4578247	4.6300244	4.6177244	4.7042246	4.6288247	4.7667246	4.7117248	4.5860248	4.7777247	4.8436246	4.7172246	4.642225	4.713525	4.648925	4.7751245	4.7406244	4.8046246	4.8022246	4.9567246	5.0468245	5.1683245
5.2050247	5.1905246	5.375025	5.4782248	5.4137244	5.4660244	5.5141244	5.554425	5.4421244	5.1964245	5.2353244	5.030225	5.0048246	5.0917244	5.0830245	5.1466246	5.0972247	4.9836245	4.9524245	4.9112244	4.7842245
5.598325	5.7175245	5.5561247	5.4002247	5.209625	5.137325	4.9560246	5.1079245	5.052325	4.9630246	4.9843245	5.0062246	4.9364247	4.9626245	4.9125247	4.8830247	4.9069247	4.8552246	4.8136244	4.7378244	4.7814245
